vrsta,otok,spol,prehrana,dob,zdravlje,godina,kljun_duljina,kljun_dubina,peraja_duljina,masa,visina
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2025,41.8,14.1,170,3478,54.78
Adelie,Dream,muzjak,roditelji,pilic,pothranjeni,2025,29.7,13.8,199,3282,52.82
Adelie,Dream,muzjak,roditelji,pilic,pretili,2025,27.5,14.7,182,3804,58.04
Adelie,Dream,muzjak,roditelji,pilic,pretili,2025,33.6,12.6,182,3968,59.68
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2025,37.7,16.4,195,3511,55.11
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2025,32.2,15.2,195,3679,56.79
Adelie,Dream,muzjak,roditelji,pilic,pretili,2025,31.3,17.9,174,3819,58.19
Adelie,Dream,zenka,lignje,odrasli,zdravi,2025,33.4,18.5,203,4767,67.67
Adelie,Dream,zenka,lignje,odrasli,pretili,2025,33.1,21.4,212,5307,73.07
Adelie,Dream,zenka,lignje,juvenilni,zdravi,2025,43.6,14.3,201,4279,62.79
Adelie,Dream,zenka,lignje,odrasli,pretili,2025,37.4,21,219,5113,71.13
Adelie,Dream,zenka,lignje,juvenilni,zdravi,2025,38.8,18.4,168,3793,57.93
Adelie,Dream,muzjak,lignje,odrasli,pretili,2025,52.2,20.1,245,6000,80
Adelie,Dream,muzjak,lignje,juvenilni,zdravi,2025,36.6,20,224,4713,67.13
Adelie,Dream,muzjak,lignje,odrasli,pothranjeni,2025,34,20.5,221,4608,66.08
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,50.8,16.7,240,5267,72.67
Adelie,Torgensen,zenka,riba,odrasli,zdravi,2025,44.4,16.8,225,4590,65.9
Adelie,Torgensen,zenka,riba,odrasli,zdravi,2025,56,17.4,210,4312,63.12
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,47,15.8,213,6050,80.5
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,60.3,13.9,211,4436,64.36
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,63.9,18.1,230,5640,76.4
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,38.6,14.3,225,4915,69.15
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,50.5,16.5,193,5784,77.84
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,46.6,19.1,228,5667,76.67
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,41.7,16.1,268,5897,78.97
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,48.4,20.7,227,5004,70.04
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,47.5,21,241,5662,76.62
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,51.6,14.6,221,5556,75.56
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,50.7,19.7,219,5367,73.67
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,50,20.1,238,5476,74.76
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,58.3,19.2,261,5996,79.96
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,46.4,21.9,223,5135,71.35
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,50.4,17.2,207,4363,63.63
Adelie,Torgensen,zenka,riba,juvenilni,zdravi,2025,35.2,15.4,222,4016,60.16
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,48.1,16,242,5682,76.82
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,45,16.8,197,4591,65.91
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,43.3,18.8,240,5843,78.43
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,47.1,13.6,235,5249,72.49
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,57,16.3,210,4397,63.97
Adelie,Torgensen,zenka,riba,odrasli,pretili,2025,41.4,22.1,248,5335,73.35
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2025,31.1,18,233,4607,66.07
Adelie,Torgensen,zenka,riba,odrasli,zdravi,2025,45.1,16.3,217,4663,66.63
Adelie,Torgensen,muzjak,riba,juvenilni,pretili,2025,48.2,18.6,224,6029,80.29
Adelie,Torgensen,muzjak,riba,juvenilni,pretili,2025,48.8,20.1,283,6016,80.16
Adelie,Torgensen,muzjak,riba,juvenilni,pretili,2025,60.4,20.4,210,5614,76.14
Adelie,Torgensen,muzjak,riba,odrasli,pretili,2025,65.1,19.5,284,7356,93.56
Adelie,Torgensen,muzjak,riba,juvenilni,pretili,2025,43.3,17.4,231,5459,74.59
Adelie,Torgensen,muzjak,riba,odrasli,pretili,2025,53.8,21.5,235,6656,86.56
Adelie,Torgensen,muzjak,riba,odrasli,pretili,2025,55.9,20.5,256,6601,86.01
Adelie,Torgensen,muzjak,riba,odrasli,pretili,2025,68.3,19.3,235,7228,92.28
Adelie,Torgensen,muzjak,riba,odrasli,zdravi,2025,64.4,19,230,5432,74.32
Adelie,Torgensen,muzjak,riba,juvenilni,pretili,2025,54.6,19.2,247,5966,79.66
Adelie,Torgensen,muzjak,riba,juvenilni,pretili,2025,51.1,19.1,244,6384,83.84
Adelie,Torgensen,zenka,kril,juvenilni,pothranjeni,2025,24.5,14.6,171,3186,51.86
Adelie,Torgensen,zenka,kril,juvenilni,zdravi,2025,24.4,19.2,177,3703,57.03
Adelie,Torgensen,muzjak,kril,odrasli,pothranjeni,2025,35.3,24.5,192,4219,62.19
Adelie,Torgensen,muzjak,kril,odrasli,zdravi,2025,24.4,18.4,189,5201,72.01
Adelie,Torgensen,muzjak,kril,juvenilni,zdravi,2025,41,16.1,189,4540,65.4
Adelie,Torgensen,muzjak,kril,juvenilni,zdravi,2025,34,12.9,202,4797,67.97
Adelie,Torgensen,zenka,kril,odrasli,zdravi,2025,29.2,19.6,236,4345,63.45
Adelie,Torgensen,zenka,kril,juvenilni,pothranjeni,2025,24.4,18.1,183,3539,55.39
Adelie,Torgensen,zenka,kril,odrasli,zdravi,2025,24,20.6,228,4429,64.29
Adelie,Torgensen,zenka,kril,juvenilni,zdravi,2025,25.1,18,186,3918,59.18
Adelie,Torgensen,zenka,kril,juvenilni,zdravi,2025,20.1,19,168,3918,59.18
Adelie,Torgensen,zenka,kril,odrasli,pothranjeni,2025,28.8,21.7,177,4193,61.93
Adelie,Torgensen,zenka,kril,juvenilni,pothranjeni,2025,23.4,16.9,176,3527,55.27
Adelie,Torgensen,zenka,kril,juvenilni,zdravi,2025,31.4,13.7,158,4124,61.24
Adelie,Torgensen,zenka,kril,odrasli,pothranjeni,2025,41.6,17.3,217,3925,59.25
Adelie,Torgensen,zenka,kril,odrasli,zdravi,2025,21.2,20.2,195,4593,65.93
Adelie,Torgensen,zenka,kril,juvenilni,pothranjeni,2025,32.2,14.9,172,3681,56.81
Adelie,Torgensen,zenka,kril,juvenilni,zdravi,2025,25.3,16.9,170,3858,58.58
Adelie,Torgensen,zenka,kril,juvenilni,zdravi,2025,27.3,22,180,3936,59.36
Adelie,Torgensen,zenka,kril,odrasli,pothranjeni,2025,25.2,21.1,222,4086,60.86
Adelie,Torgensen,zenka,kril,odrasli,zdravi,2025,28.8,15,194,4492,64.92
Adelie,Torgensen,zenka,kril,odrasli,pretili,2025,31.4,23.7,203,5025,70.25
Adelie,Torgensen,zenka,kril,odrasli,zdravi,2025,41.8,21.7,193,4836,68.36
Adelie,Torgensen,muzjak,kril,juvenilni,pothranjeni,2025,29.6,19.3,200,4342,63.42
Adelie,Torgensen,muzjak,kril,odrasli,zdravi,2025,26,17,190,5138,71.38
Adelie,Torgensen,muzjak,kril,odrasli,zdravi,2025,35.8,15.9,231,5218,72.18
Adelie,Torgensen,muzjak,kril,odrasli,zdravi,2025,30.6,20.2,230,5537,75.37
Adelie,Torgensen,muzjak,kril,juvenilni,pothranjeni,2025,28.9,20,214,4344,63.44
Adelie,Torgensen,muzjak,kril,odrasli,zdravi,2025,29.4,23.3,251,5344,73.44
Adelie,Torgensen,muzjak,kril,juvenilni,zdravi,2025,30.6,20.8,207,4831,68.31
Adelie,Torgensen,muzjak,kril,juvenilni,pothranjeni,2025,20.3,16.3,202,4326,63.26
Adelie,Torgensen,muzjak,kril,juvenilni,pothranjeni,2025,33.2,18.1,176,4342,63.42
Adelie,Torgensen,muzjak,kril,juvenilni,zdravi,2025,28.5,15.4,206,4692,66.92
Adelie,Torgensen,muzjak,kril,juvenilni,pretili,2025,28.2,16.9,190,5150,71.5
Adelie,Torgensen,muzjak,kril,odrasli,pothranjeni,2025,33.3,21,214,4663,66.63
Adelie,Torgensen,muzjak,kril,juvenilni,zdravi,2025,29.4,18.3,221,4711,67.11
Adelie,Torgensen,muzjak,kril,juvenilni,pretili,2025,29,17.8,228,5106,71.06
Adelie,Torgensen,muzjak,kril,juvenilni,zdravi,2025,27.8,15.3,204,4741,67.41
Adelie,Torgensen,muzjak,kril,odrasli,pothranjeni,2025,27.6,20.7,220,4926,69.26
Adelie,Torgensen,muzjak,kril,juvenilni,zdravi,2025,26.7,21.3,199,4687,66.87
Adelie,Torgensen,muzjak,kril,juvenilni,pretili,2025,21.4,18.1,204,5573,75.73
Adelie,Torgensen,muzjak,kril,juvenilni,pothranjeni,2025,33.1,17.6,194,4019,60.19
Adelie,Torgensen,muzjak,kril,juvenilni,zdravi,2025,22.8,20.7,190,4504,65.04
Adelie,Torgensen,muzjak,kril,odrasli,pothranjeni,2025,27.4,25.1,215,4977,69.77
Adelie,Torgensen,muzjak,kril,odrasli,pothranjeni,2025,25.9,17.3,229,4632,66.32
Adelie,Torgensen,muzjak,kril,odrasli,pothranjeni,2025,29.5,20.6,228,4016,60.16
Adelie,Torgensen,muzjak,kril,juvenilni,pothranjeni,2025,24.9,15.8,219,4473,64.73
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,36.3,17.5,140,3180,51.8
Adelie,Torgensen,zenka,roditelji,pilic,pothranjeni,2025,27.7,13.3,160,2650,46.5
Adelie,Torgensen,zenka,roditelji,pilic,pretili,2025,27.7,17.6,152,3225,52.25
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,36.2,15.8,160,3054,50.54
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,41.2,13,171,2946,49.46
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,31.6,17.5,187,2950,49.5
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,34.4,14.6,175,3091,50.91
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,24.3,17.4,166,2871,48.71
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,33.7,13.6,177,3035,50.35
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,34.3,12.1,176,2822,48.22
Adelie,Torgensen,zenka,roditelji,pilic,pothranjeni,2025,25.2,14.1,184,2570,45.7
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,27.3,14.8,178,3123,51.23
Adelie,Torgensen,zenka,roditelji,pilic,pretili,2025,36.1,15.4,170,3487,54.87
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,28.6,16.1,155,3113,51.13
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,37.1,18.9,184,2991,49.91
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,30.1,14.8,169,2921,49.21
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,29.9,18.6,161,2927,49.27
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,34.9,17,150,2921,49.21
Adelie,Torgensen,zenka,roditelji,pilic,zdravi,2025,40.3,14.8,158,3040,50.4
Adelie,Torgensen,muzjak,roditelji,pilic,pothranjeni,2025,36.7,16.5,191,2898,48.98
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,40.5,18.1,201,3696,56.96
Adelie,Torgensen,muzjak,roditelji,pilic,pothranjeni,2025,36.1,12.9,162,3307,53.07
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,36.4,16.7,191,3442,54.42
Adelie,Torgensen,muzjak,roditelji,pilic,pretili,2025,27.3,15.6,178,3871,58.71
Adelie,Torgensen,muzjak,roditelji,pilic,pretili,2025,28.8,17.6,175,3821,58.21
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,33.8,17.8,188,3595,55.95
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,35.7,15.8,207,3628,56.28
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,30.8,15.1,183,3480,54.8
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,31.5,13.9,196,3492,54.92
Adelie,Torgensen,muzjak,roditelji,pilic,pretili,2025,28.4,19.9,186,3877,58.77
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,31.5,15.6,192,3413,54.13
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,32.9,15.8,180,3487,54.87
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,34.3,16.7,189,3770,57.7
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,31,16.3,167,3604,56.04
Adelie,Torgensen,muzjak,roditelji,pilic,zdravi,2025,31.5,14.8,166,3495,54.95
Adelie,Torgensen,zenka,lignje,juvenilni,zdravi,2025,33.4,19,175,4225,62.25
Adelie,Torgensen,zenka,lignje,odrasli,pretili,2025,40.7,18.1,198,5049,70.49
Adelie,Torgensen,zenka,lignje,odrasli,pretili,2025,45.4,19.2,210,5162,71.62
Adelie,Torgensen,muzjak,lignje,odrasli,pretili,2025,36,18.1,221,6574,85.74
Adelie,Torgensen,muzjak,lignje,odrasli,pretili,2025,42.8,18.1,235,6636,86.36
Chinstrap,Dream,zenka,riba,juvenilni,pretili,2025,55.6,21.9,226,4683,66.83
Chinstrap,Dream,zenka,riba,juvenilni,pretili,2025,54.7,16.9,202,4631,66.31
Chinstrap,Dream,zenka,riba,odrasli,pretili,2025,57.5,20.9,257,6721,87.21
Chinstrap,Dream,zenka,riba,juvenilni,pretili,2025,34,15.2,210,5008,70.08
Chinstrap,Dream,zenka,riba,juvenilni,pretili,2025,52,18.3,210,4687,66.87
Chinstrap,Dream,zenka,riba,juvenilni,pretili,2025,39.1,16.2,214,4772,67.72
Chinstrap,Dream,zenka,riba,odrasli,zdravi,2025,41.1,20.7,251,5116,71.16
Chinstrap,Dream,zenka,riba,odrasli,pretili,2025,59.3,19.1,241,5865,78.65
Chinstrap,Dream,zenka,riba,juvenilni,pretili,2025,56.2,16.2,200,5270,72.7
Chinstrap,Dream,zenka,riba,juvenilni,pretili,2025,44.3,17.9,214,5503,75.03
Chinstrap,Dream,zenka,riba,odrasli,pretili,2025,54.9,14.9,224,6882,88.82
Chinstrap,Dream,zenka,riba,odrasli,pretili,2025,69,18.1,252,5732,77.32
Chinstrap,Dream,zenka,riba,juvenilni,pretili,2025,43.8,22.9,225,6368,83.68
Chinstrap,Dream,zenka,riba,odrasli,zdravi,2025,53.2,19.7,238,5341,73.41
Chinstrap,Dream,zenka,riba,juvenilni,zdravi,2025,35.7,17.2,213,4518,65.18
Chinstrap,Dream,muzjak,riba,juvenilni,pretili,2025,58.9,20.1,224,5445,74.45
Chinstrap,Dream,muzjak,riba,juvenilni,pretili,2025,60.3,22.6,232,6381,83.81
Chinstrap,Dream,muzjak,riba,juvenilni,pretili,2025,72.7,18.8,211,6603,86.03
Chinstrap,Dream,muzjak,riba,juvenilni,pretili,2025,68.5,19.3,245,6802,88.02
Chinstrap,Dream,muzjak,riba,odrasli,pretili,2025,53.9,22.7,258,7333,93.33
Chinstrap,Dream,muzjak,riba,juvenilni,pretili,2025,43.7,19.7,240,6144,81.44
Chinstrap,Dream,muzjak,riba,juvenilni,pretili,2025,69.4,23.3,250,5901,79.01
Chinstrap,Dream,muzjak,riba,juvenilni,pretili,2025,72.3,21.5,230,5926,79.26
Chinstrap,Dream,muzjak,kril,odrasli,zdravi,2025,27.7,21.5,238,5542,75.42
Chinstrap,Dream,zenka,kril,odrasli,zdravi,2025,28.2,23,227,4692,66.92
Chinstrap,Dream,zenka,kril,juvenilni,pretili,2025,24.9,16.2,164,4905,69.05
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,32.3,16.9,180,4196,61.96
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,31.6,18.4,184,3715,57.15
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,31.2,21.3,194,4262,62.62
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,21.7,18.4,203,3727,57.27
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,31.4,20.5,189,3700,57
Chinstrap,Dream,zenka,kril,odrasli,zdravi,2025,30.2,19.9,218,4564,65.64
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,27.1,19.7,181,3474,54.74
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,32.8,16.1,201,4311,63.11
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,32.5,16.7,182,3836,58.36
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,30,17.7,180,4025,60.25
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,27.1,15.8,178,4033,60.33
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,25.8,15.7,214,4321,63.21
Chinstrap,Dream,zenka,kril,odrasli,zdravi,2025,34.5,19.3,201,5329,73.29
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,30,15.2,199,4195,61.95
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,26.6,17.9,188,3829,58.29
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,27.6,18.7,173,4194,61.94
Chinstrap,Dream,zenka,kril,odrasli,pothranjeni,2025,29.9,18.4,233,4302,63.02
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,22.2,17.4,169,3790,57.9
Chinstrap,Dream,zenka,kril,odrasli,zdravi,2025,35.2,19.3,203,4738,67.38
Chinstrap,Dream,zenka,kril,juvenilni,pretili,2025,26.3,21.2,190,4552,65.52
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,26.4,18.3,196,3665,56.65
Chinstrap,Dream,zenka,kril,odrasli,zdravi,2025,36,24.5,195,5448,74.48
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,21.6,17.2,186,3874,58.74
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,20.1,17.2,205,3720,57.2
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,24.3,20.3,200,4210,62.1
Chinstrap,Dream,zenka,kril,odrasli,zdravi,2025,31.5,15,193,5363,73.63
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,30.3,19.6,178,4487,64.87
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,19.5,17.8,175,3840,58.4
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,29,18.2,180,3888,58.88
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,25.6,17.3,166,4286,62.86
Chinstrap,Dream,zenka,kril,juvenilni,pothranjeni,2025,33.6,19.2,208,3362,53.62
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,32.9,14.3,183,4429,64.29
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,29.1,16.5,206,4268,62.68
Chinstrap,Dream,zenka,kril,juvenilni,zdravi,2025,34.5,21.9,179,3853,58.53
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,29.3,18.8,223,4876,68.76
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,29.9,19.2,213,4886,68.86
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,26.8,19.1,203,4852,68.52
Chinstrap,Dream,muzjak,kril,odrasli,pothranjeni,2025,27.5,19.5,243,5268,72.68
Chinstrap,Dream,muzjak,kril,odrasli,zdravi,2025,34.8,16.9,200,6005,80.05
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2025,22.7,21.6,221,3986,59.86
Chinstrap,Dream,muzjak,kril,odrasli,pothranjeni,2025,38.6,20.4,245,5359,73.59
Chinstrap,Dream,muzjak,kril,odrasli,pothranjeni,2025,31.2,20.9,202,5221,72.21
Chinstrap,Dream,muzjak,kril,juvenilni,pretili,2025,28.2,18.1,216,5461,74.61
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2025,26.5,17.6,202,4589,65.89
Chinstrap,Dream,muzjak,kril,juvenilni,pretili,2025,30.9,18.4,230,5974,79.74
Chinstrap,Dream,muzjak,kril,odrasli,zdravi,2025,28.2,17.4,233,5841,78.41
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,29.9,20.6,197,4811,68.11
Chinstrap,Dream,muzjak,kril,juvenilni,pretili,2025,24.6,20.4,207,5941,79.41
Chinstrap,Dream,muzjak,kril,juvenilni,pretili,2025,31.6,18.3,211,5695,76.95
Chinstrap,Dream,muzjak,kril,odrasli,pretili,2025,36.5,22.2,222,7364,93.64
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,23,17.6,208,4889,68.89
Chinstrap,Dream,muzjak,kril,odrasli,zdravi,2025,38.6,19.8,221,5727,77.27
Chinstrap,Dream,muzjak,kril,odrasli,zdravi,2025,29.5,20.6,226,6266,82.66
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,19.1,22.4,215,4802,68.02
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2025,31.4,17.2,197,4626,66.26
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,23.2,18.9,203,4981,69.81
Chinstrap,Dream,muzjak,kril,odrasli,pretili,2025,30.1,20.7,204,7573,95.73
Chinstrap,Dream,muzjak,kril,odrasli,pothranjeni,2025,24.7,21.2,218,5382,73.82
Chinstrap,Dream,muzjak,kril,odrasli,pretili,2025,30.8,20.9,213,7060,90.6
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,36.2,17.5,179,5048,70.48
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,27.2,17.3,205,5343,73.43
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2025,22.5,20.4,187,4055,60.55
Chinstrap,Dream,muzjak,kril,juvenilni,zdravi,2025,30.7,19.7,213,4979,69.79
Chinstrap,Dream,muzjak,kril,odrasli,zdravi,2025,37.9,18.3,223,6283,82.83
Chinstrap,Dream,muzjak,kril,juvenilni,pothranjeni,2025,24,12.5,192,4306,63.06
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,36,16.4,202,3062,50.62
Chinstrap,Dream,zenka,roditelji,pilic,pothranjeni,2025,32.4,17.7,167,2792,47.92
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,31.4,15,190,3022,50.22
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,36.1,12.8,178,3282,52.82
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,28.8,16.4,167,3278,52.78
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,29.1,16.3,191,3031,50.31
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,28.8,15.7,179,3268,52.68
Chinstrap,Dream,zenka,roditelji,pilic,pretili,2025,26.7,16.6,187,3570,55.7
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,31.1,15,198,3130,51.3
Chinstrap,Dream,zenka,roditelji,pilic,pothranjeni,2025,32.7,16.4,174,2880,48.8
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,27.8,16.9,180,3396,53.96
Chinstrap,Dream,zenka,roditelji,pilic,pretili,2025,31.6,19.4,164,3473,54.73
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,29.6,17.5,170,3026,50.26
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,31.7,13.5,174,3028,50.28
Chinstrap,Dream,zenka,roditelji,pilic,pothranjeni,2025,37.8,15.2,177,2704,47.04
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,32.3,14.3,154,3085,50.85
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,32.4,18.7,190,2969,49.69
Chinstrap,Dream,zenka,roditelji,pilic,pothranjeni,2025,40.2,15,181,2819,48.19
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,30,15.5,180,3109,51.09
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,34.5,15.8,196,3199,51.99
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,29.9,16.8,191,3153,51.53
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,35.1,13.6,174,3119,51.19
Chinstrap,Dream,zenka,roditelji,pilic,pretili,2025,28.4,16,169,3581,55.81
Chinstrap,Dream,zenka,roditelji,pilic,zdravi,2025,30.7,17.9,181,3277,52.77
Chinstrap,Dream,muzjak,roditelji,pilic,pretili,2025,32.4,16.4,209,4157,61.57
Chinstrap,Dream,muzjak,roditelji,pilic,pretili,2025,25.9,14.9,205,4117,61.17
Chinstrap,Dream,muzjak,roditelji,pilic,pothranjeni,2025,32.3,18.4,200,3264,52.64
Chinstrap,Dream,muzjak,roditelji,pilic,pretili,2025,34.2,16.1,183,4346,63.46
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,32.9,15.8,194,3725,57.25
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,33.6,17.6,201,3839,58.39
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,32.5,15.5,183,3633,56.33
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,33.5,16,178,3918,59.18
Chinstrap,Dream,muzjak,roditelji,pilic,pretili,2025,32.8,15.2,196,4272,62.72
Chinstrap,Dream,muzjak,roditelji,pilic,pothranjeni,2025,27.1,21.6,202,3568,55.68
Chinstrap,Dream,muzjak,roditelji,pilic,pretili,2025,38.9,13.2,179,4515,65.15
Chinstrap,Dream,muzjak,roditelji,pilic,pretili,2025,40.3,16.4,198,4189,61.89
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,34.4,16.8,192,4068,60.68
Chinstrap,Dream,muzjak,roditelji,pilic,pothranjeni,2025,40.7,16.1,212,3530,55.3
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,45.1,18.8,197,3660,56.6
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,31.9,15.3,184,3617,56.17
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,34.8,21,180,3967,59.67
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,31.6,17.1,180,3830,58.3
Chinstrap,Dream,muzjak,roditelji,pilic,zdravi,2025,40.7,15.7,188,4049,60.49
Chinstrap,Dream,zenka,lignje,odrasli,pretili,2025,40.4,20.4,233,6075,80.75
Chinstrap,Dream,zenka,lignje,juvenilni,pretili,2025,32.7,17.7,210,4747,67.47
Chinstrap,Dream,muzjak,lignje,juvenilni,zdravi,2025,46.5,18.1,230,5201,72.01
Chinstrap,Dream,muzjak,lignje,odrasli,pretili,2025,56.2,22.8,220,7131,91.31
Chinstrap,Dream,muzjak,lignje,odrasli,pretili,2025,47,18.8,262,6768,87.68
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2025,62.9,17.1,211,5943,79.43
Gentoo,Biscoe,zenka,riba,odrasli,zdravi,2025,54,20.5,277,5219,72.19
Gentoo,Biscoe,zenka,riba,odrasli,zdravi,2025,58.6,25,231,5233,72.33
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2025,62.6,20.3,238,6267,82.67
Gentoo,Biscoe,zenka,riba,odrasli,pretili,2025,60,18.8,260,6867,88.67
Gentoo,Biscoe,zenka,riba,juvenilni,pretili,2025,60.2,18.1,200,5210,72.1
